order_id,order_date,covid_phase,customer_id,state,warehouse_id,product_id,product_category,order_channel,order_quantity,unit_price,discount_pct,marketing_channel,ad_spend_myr,website_traffic_source,sales_revenue,customer_segment,customer_age_group,payment_method,delivery_time_days,delivery_status,shipping_cost_rm,inventory_level_pct,stockout_flag,return_flag,customer_rating
ORD101450,2020-06-19,RMCO,CUST21534,Kuala Lumpur,Klang Valley Hub,HPC-5533,Health & Personal Care,Mobile App,5,46.35,6.4,Organic Search,154.47,Referral,590.43,New,55+,Card,1.5,On-Time,6.57,17.9,0,0,5.0
ORD100150,2020-06-19,RMCO,CUST90213,Selangor,Klang Valley Hub,FSH-9627,Fashion,Mobile App,6,68.62,14.4,Google Ads,446.9,Organic Search,1184.62,Loyal/VIP,55+,Card,2.3,On-Time,7.56,31.1,0,0,4.2
ORD102258,2020-06-20,RMCO,CUST90055,Johor,Klang Valley Hub,GRC-1361,Groceries,Marketplace,4,28.34,4.8,Direct,709.64,Organic Search,1353.38,Loyal/VIP,18-24,E-Wallet,3.3,Delayed,8.39,47.5,0,0,4.4
ORD101387,2020-06-20,RMCO,CUST90225,Kuala Lumpur,Northern Hub,FSH-6072,Fashion,Marketplace,8,55.56,12.1,Facebook Ads,442.34,Organic Search,1472.81,Loyal/VIP,55+,Card,3.6,Delayed,9.01,35.0,0,0,4.1
ORD102586,2020-06-20,RMCO,CUST90311,Sarawak,Klang Valley Hub,GRC-4342,Groceries,Mobile App,7,23.69,20.2,Google Ads,417.87,Social Media,773.56,Returning,35-44,Card,1.0,On-Time,5.24,29.1,0,0,4.8
ORD103339,2020-06-20,RMCO,CUST90064,Kuala Lumpur,Johor Hub,HPC-4032,Health & Personal Care,Marketplace,8,41.58,4.8,Google Ads,768.98,Paid Search,2370.16,Returning,35-44,Card,1.4,On-Time,7.43,59.7,0,0,4.9
ORD100992,2020-06-20,RMCO,CUST21687,Johor,Klang Valley Hub,FNB-4539,F&B,Website,3,20.65,8.3,Influencer,169.88,Paid Search,419.77,New,18-24,Card,3.5,Delayed,8.58,40.5,0,0,4.5
ORD100341,2020-06-20,RMCO,CUST90244,Selangor,Klang Valley Hub,FNB-7705,F&B,Website,2,21.78,24.0,Google Ads,545.49,Direct,831.42,Returning,18-24,Bank Transfer,4.4,Delayed,8.83,23.3,0,0,3.8
ORD102155,2020-06-20,RMCO,CUST90336,Selangor,Johor Hub,HPC-2064,Health & Personal Care,Mobile App,3,48.81,22.6,Google Ads,762.84,Referral,1397.43,Returning,25-34,E-Wallet,2.4,On-Time,7.34,65.4,0,0,4.0
ORD100967,2020-06-21,RMCO,CUST90115,Johor,Northern Hub,GRC-1650,Groceries,Website,6,23.7,5.4,Organic Search,979.98,Paid Search,1078.26,Returning,55+,Card,2.1,On-Time,11.33,61.9,0,0,4.7
ORD100639,2020-06-21,RMCO,CUST21554,Kuala Lumpur,Penang Hub,GRC-6163,Groceries,Website,3,27.01,7.5,Google Ads,325.91,Organic Search,624.52,New,18-24,Bank Transfer,3.8,On-Time,10.71,48.5,0,0,4.4
ORD103099,2020-06-21,RMCO,CUST90245,Perak,Penang Hub,FNB-3884,F&B,Mobile App,3,19.48,19.3,Organic Search,774.04,Referral,1176.83,Returning,25-34,E-Wallet,2.9,On-Time,9.12,70.7,0,0,4.7
ORD102458,2020-06-21,RMCO,CUST21624,Penang,Sabah/Sarawak Hub,HNL-4796,Home & Living,Website,9,81.0,15.7,Email,86.23,Organic Search,491.75,New,18-24,E-Wallet,2.6,On-Time,21.46,67.1,0,0,4.5
ORD100663,2020-06-21,RMCO,CUST20741,Johor,Penang Hub,HPC-5033,Health & Personal Care,Marketplace,9,40.34,21.6,Organic Search,83.58,Direct,424.4,New,55+,E-Wallet,2.7,Delayed,7.58,77.2,0,0,4.6
ORD102374,2020-06-21,RMCO,CUST90104,Perak,Johor Hub,GRC-1242,Groceries,Marketplace,8,25.86,13.7,Facebook Ads,583.47,Social Media,952.02,Loyal/VIP,35-44,E-Wallet,1.5,On-Time,7.19,52.9,0,0,5.0
ORD102503,2020-06-21,RMCO,CUST90346,Johor,Northern Hub,HNL-2888,Home & Living,Mobile App,2,96.53,4.6,Organic Search,569.32,Social Media,1271.72,Returning,18-24,COD,3.2,On-Time,9.12,48.1,0,0,4.4
ORD100604,2020-06-22,RMCO,CUST20423,Melaka,Penang Hub,ELE-8506,Electronics,Website,5,321.57,8.5,Email,378.28,Organic Search,2714.71,New,25-34,COD,1.5,On-Time,9.51,36.2,0,0,4.3
ORD103166,2020-06-22,RMCO,CUST90374,Selangor,Klang Valley Hub,GRC-1742,Groceries,Marketplace,4,23.58,5.9,Organic Search,704.68,Organic Search,1260.92,Returning,35-44,Card,2.3,On-Time,6.78,47.8,0,0,4.7
ORD103264,2020-06-22,RMCO,CUST90182,Kedah,Klang Valley Hub,HPC-4387,Health & Personal Care,Website,4,41.08,20.5,Facebook Ads,272.47,Organic Search,469.53,Returning,25-34,Card,6.4,Cancelled,6.97,11.2,0,0,3.3
ORD101207,2020-06-23,RMCO,CUST20768,Kuala Lumpur,Penang Hub,ELE-7643,Electronics,Marketplace,8,402.18,7.2,Google Ads,423.63,Direct,2894.87,New,35-44,Card,4.0,Delayed,9.77,55.4,0,1,3.9
ORD102018,2020-06-23,RMCO,CUST90055,Perak,Klang Valley Hub,FNB-8239,F&B,Mobile App,6,21.2,2.9,Facebook Ads,523.81,Organic Search,865.51,Returning,18-24,Card,1.1,On-Time,5.57,73.3,0,0,4.2
ORD101577,2020-06-24,RMCO,CUST20422,Kuala Lumpur,Northern Hub,FSH-6184,Fashion,Mobile App,5,63.85,11.2,Facebook Ads,265.54,Social Media,623.01,New,55+,COD,1.5,On-Time,9.94,62.0,0,0,4.1
ORD103030,2020-06-24,RMCO,CUST21489,Kuala Lumpur,Klang Valley Hub,ELE-3929,Electronics,Mobile App,6,330.87,20.6,Affiliate,439.1,Social Media,2613.89,New,55+,Card,2.5,On-Time,6.82,35.9,0,0,4.4
ORD100380,2020-06-24,RMCO,CUST21680,Kuala Lumpur,Klang Valley Hub,FSH-5315,Fashion,Mobile App,8,56.8,16.3,Facebook Ads,330.84,Direct,1219.91,New,55+,E-Wallet,5.1,Delayed,8.45,67.2,0,0,3.9
ORD101169,2020-06-25,RMCO,CUST21281,Sabah,Klang Valley Hub,HPC-8660,Health & Personal Care,Marketplace,7,47.26,13.8,Google Ads,1357.47,Organic Search,2549.93,New,45-54,Bank Transfer,3.1,Delayed,8.0,3.0,1,0,4.1
ORD100728,2020-06-25,RMCO,CUST90241,Perak,Johor Hub,FSH-3526,Fashion,Mobile App,7,53.73,12.8,Facebook Ads,691.99,Organic Search,1665.26,Returning,35-44,Card,2.5,On-Time,8.01,95.1,0,0,4.1
ORD100560,2020-06-25,RMCO,CUST90025,Selangor,Northern Hub,FSH-8350,Fashion,Marketplace,3,53.94,2.2,Affiliate,169.8,Direct,571.4,Returning,18-24,COD,1.0,On-Time,11.14,20.9,0,0,4.6
ORD102872,2020-06-25,RMCO,CUST90201,Selangor,Klang Valley Hub,SPO-4296,Sports & Outdoor,Website,9,120.96,27.1,Influencer,429.4,Paid Search,1333.35,Returning,18-24,Card,5.0,On-Time,7.43,64.8,0,0,3.6
ORD101224,2020-06-26,RMCO,CUST90136,Negeri Sembilan,Northern Hub,ELE-7710,Electronics,Website,2,363.36,8.1,Direct,94.94,Direct,384.48,Returning,18-24,E-Wallet,2.6,Delayed,8.39,61.2,0,1,4.8
ORD102855,2020-06-26,RMCO,CUST20884,Melaka,Penang Hub,HPC-4910,Health & Personal Care,Mobile App,7,43.57,11.7,Email,47.39,Social Media,205.2,New,25-34,E-Wallet,2.2,On-Time,7.89,0.0,1,0,4.6
ORD102930,2020-06-26,RMCO,CUST20148,Melaka,Klang Valley Hub,HNL-2081,Home & Living,Marketplace,3,94.17,6.6,Facebook Ads,344.27,Social Media,966.53,New,35-44,Card,1.1,On-Time,6.22,34.4,0,0,5.0
ORD100701,2020-06-26,RMCO,CUST21093,Sarawak,Klang Valley Hub,FSH-3271,Fashion,Marketplace,5,56.68,2.5,Affiliate,469.01,Organic Search,855.31,New,25-34,Card,3.5,Delayed,6.3,0.0,1,1,4.0
ORD102000,2020-06-26,RMCO,CUST20726,Selangor,Sabah/Sarawak Hub,HNL-8701,Home & Living,Mobile App,7,99.85,11.6,Facebook Ads,479.83,Direct,1331.26,New,25-34,Card,1.5,On-Time,15.56,55.5,0,0,4.9
ORD101161,2020-06-27,RMCO,CUST90350,Sarawak,Klang Valley Hub,HNL-4734,Home & Living,Website,3,87.21,5.0,Google Ads,876.93,Direct,1336.5,Returning,55+,Card,5.4,On-Time,6.43,0.0,1,0,3.2
ORD101055,2020-06-27,RMCO,CUST20775,Kuala Lumpur,Penang Hub,GRC-4454,Groceries,Mobile App,5,26.94,8.5,Facebook Ads,567.52,Organic Search,1296.23,New,18-24,Bank Transfer,4.3,Delayed,10.57,87.3,0,0,4.1
ORD103178,2020-06-27,RMCO,CUST90316,Sarawak,Northern Hub,BNK-2810,Baby & Kids,Mobile App,8,57.56,9.8,Organic Search,558.74,Paid Search,1931.3,Loyal/VIP,25-34,Card,4.2,Delayed,9.02,46.1,0,1,4.0
ORD100483,2020-06-28,RMCO,CUST90093,Johor,Penang Hub,HPC-8092,Health & Personal Care,Mobile App,4,40.5,8.7,Google Ads,183.32,Direct,477.68,Loyal/VIP,25-34,E-Wallet,3.3,Delayed,10.73,19.4,0,1,4.3
ORD101165,2020-06-28,RMCO,CUST21696,Melaka,Johor Hub,HPC-3107,Health & Personal Care,Mobile App,6,39.32,5.1,Facebook Ads,505.85,Referral,808.97,New,45-54,Card,2.3,On-Time,8.4,65.3,0,0,4.5
ORD102315,2020-06-28,RMCO,CUST20539,Sarawak,Northern Hub,FNB-5015,F&B,Website,3,20.3,7.3,Email,12.41,Organic Search,103.9,New,25-34,E-Wallet,1.0,On-Time,11.61,29.9,0,0,4.7
ORD100354,2020-06-29,RMCO,CUST21483,Kedah,Sabah/Sarawak Hub,FNB-6727,F&B,Mobile App,3,17.86,9.5,Direct,228.68,Paid Search,427.16,New,45-54,E-Wallet,2.3,On-Time,17.48,51.5,0,0,4.5
ORD102811,2020-06-30,RMCO,CUST90026,Penang,Johor Hub,FNB-6354,F&B,Mobile App,10,18.33,23.0,Facebook Ads,504.27,Direct,616.66,Returning,25-34,E-Wallet,1.8,On-Time,9.98,52.6,0,0,4.4
ORD101136,2020-06-30,RMCO,CUST90318,Kuala Lumpur,Northern Hub,HNL-7957,Home & Living,Website,4,101.01,9.8,Direct,183.25,Paid Search,396.82,Returning,35-44,COD,2.2,On-Time,8.64,55.4,0,0,4.3
ORD101162,2020-06-30,RMCO,CUST90282,Selangor,Northern Hub,HNL-8531,Home & Living,Marketplace,2,98.73,8.6,Facebook Ads,71.51,Direct,300.67,Returning,18-24,E-Wallet,1.5,On-Time,10.44,57.3,0,0,5.0
ORD100631,2020-06-30,RMCO,CUST90137,Penang,Sabah/Sarawak Hub,ELE-2790,Electronics,Mobile App,2,402.37,9.6,Facebook Ads,313.42,Referral,1020.59,Returning,25-34,E-Wallet,1.4,On-Time,21.9,47.0,0,0,4.8
ORD101249,2020-06-30,RMCO,CUST90216,Melaka,Klang Valley Hub,FSH-4135,Fashion,Mobile App,5,65.88,17.2,Influencer,2000.0,Organic Search,2180.68,Returning,25-34,E-Wallet,4.7,Delayed,8.23,68.0,0,0,5.0
ORD102791,2020-06-30,RMCO,CUST90272,Perak,Northern Hub,HPC-2178,Health & Personal Care,Mobile App,7,44.7,3.6,Email,631.98,Paid Search,1473.3,Returning,55+,E-Wallet,1.8,On-Time,9.82,39.8,0,0,4.5
ORD100817,2020-07-01,RMCO,CUST21823,Kuala Lumpur,Johor Hub,FSH-4016,Fashion,Website,4,60.08,1.5,Affiliate,523.35,Direct,763.78,New,35-44,E-Wallet,1.4,On-Time,9.27,39.3,0,0,4.1
ORD102579,2020-07-01,RMCO,CUST90258,Penang,Klang Valley Hub,HNL-3677,Home & Living,Marketplace,2,84.06,1.5,Google Ads,524.98,Social Media,651.49,Returning,45-54,Bank Transfer,1.5,On-Time,5.48,6.3,1,0,4.6
ORD103235,2020-07-01,RMCO,CUST21313,Selangor,Sabah/Sarawak Hub,BNK-7670,Baby & Kids,Mobile App,6,59.52,8.5,Facebook Ads,54.81,Direct,335.82,New,25-34,Bank Transfer,6.5,Delayed,22.55,32.0,0,0,3.4
ORD101451,2020-07-01,RMCO,CUST90307,Sarawak,Northern Hub,ELE-1005,Electronics,Marketplace,3,373.31,11.0,Organic Search,248.2,Direct,1615.34,Returning,35-44,Card,2.7,On-Time,10.48,69.9,0,0,4.1
ORD102737,2020-07-01,RMCO,CUST20261,Selangor,Penang Hub,FSH-4565,Fashion,Website,4,55.33,8.0,Organic Search,498.45,Organic Search,786.46,New,25-34,Card,4.9,On-Time,9.08,50.9,0,0,4.0
ORD102440,2020-07-01,RMCO,CUST90134,Kuala Lumpur,Klang Valley Hub,BNK-5816,Baby & Kids,Marketplace,4,51.68,16.8,Organic Search,394.7,Organic Search,930.19,Returning,55+,Card,3.7,On-Time,7.7,60.4,0,0,4.6
ORD102467,2020-07-01,RMCO,CUST90099,Johor,Klang Valley Hub,HPC-3386,Health & Personal Care,Marketplace,8,38.46,11.5,Facebook Ads,744.9,Paid Search,1757.12,Returning,18-24,COD,3.7,Delayed,6.99,83.0,0,0,4.1
ORD102739,2020-07-01,RMCO,CUST90233,Johor,Penang Hub,HNL-7668,Home & Living,Mobile App,5,78.09,20.7,Affiliate,205.68,Direct,655.34,Loyal/VIP,45-54,COD,2.9,On-Time,8.08,39.1,0,0,3.3
ORD100230,2020-07-02,RMCO,CUST90202,Penang,Penang Hub,HPC-6123,Health & Personal Care,Mobile App,3,45.11,7.7,Facebook Ads,823.05,Organic Search,1263.99,Loyal/VIP,25-34,Card,2.6,On-Time,10.96,52.8,0,0,4.5
ORD100804,2020-07-02,RMCO,CUST90250,Penang,Johor Hub,GRC-7161,Groceries,Mobile App,8,28.61,9.0,Google Ads,876.54,Social Media,1068.48,Returning,35-44,COD,3.9,On-Time,9.21,65.3,0,0,3.8
ORD101997,2020-07-02,RMCO,CUST21224,Penang,Klang Valley Hub,HPC-8921,Health & Personal Care,Website,8,44.19,7.7,Influencer,1177.23,Paid Search,1982.51,New,25-34,Card,2.4,On-Time,7.33,65.9,0,0,4.3
ORD103475,2020-07-02,RMCO,CUST20579,Negeri Sembilan,Johor Hub,HNL-1554,Home & Living,Website,7,100.28,8.5,Affiliate,311.09,Direct,1195.45,New,25-34,Bank Transfer,1.0,On-Time,9.78,26.0,0,0,5.0
ORD101994,2020-07-03,RMCO,CUST90170,Selangor,Johor Hub,GRC-2604,Groceries,Mobile App,3,26.4,8.5,Organic Search,663.72,Referral,1499.14,Returning,25-34,E-Wallet,2.6,On-Time,8.42,78.5,0,0,4.8
ORD102650,2020-07-04,RMCO,CUST90303,Kuala Lumpur,Johor Hub,HNL-3157,Home & Living,Mobile App,6,88.59,13.4,Organic Search,561.2,Organic Search,830.35,Returning,45-54,Bank Transfer,1.0,On-Time,10.56,90.1,0,0,5.0
ORD101897,2020-07-04,RMCO,CUST90405,Penang,Northern Hub,HNL-5705,Home & Living,Mobile App,4,92.91,15.6,Affiliate,574.59,Referral,934.76,Returning,25-34,Bank Transfer,2.3,Delayed,10.73,65.7,0,0,4.2
ORD100588,2020-07-04,RMCO,CUST21713,Penang,Klang Valley Hub,GRC-2709,Groceries,Mobile App,6,27.77,9.8,Affiliate,179.86,Social Media,348.97,New,35-44,E-Wallet,1.3,Delayed,5.21,86.7,0,0,4.5
ORD101349,2020-07-05,RMCO,CUST90366,Melaka,Sabah/Sarawak Hub,SPO-2605,Sports & Outdoor,Website,7,118.38,19.1,Google Ads,552.55,Direct,1909.79,Loyal/VIP,45-54,Card,3.8,On-Time,18.75,47.0,0,0,4.3
ORD100242,2020-07-05,RMCO,CUST20942,Sabah,Klang Valley Hub,HPC-8703,Health & Personal Care,Mobile App,7,41.97,11.5,Organic Search,520.98,Paid Search,1250.72,New,25-34,E-Wallet,3.8,On-Time,8.69,23.4,0,0,3.9
ORD101506,2020-07-05,RMCO,CUST90405,Kuala Lumpur,Johor Hub,GRC-3539,Groceries,Website,6,27.83,14.1,Google Ads,477.7,Email Campaign,926.03,Loyal/VIP,55+,Card,1.0,On-Time,10.55,23.2,0,0,5.0
ORD103334,2020-07-06,RMCO,CUST20270,Kuala Lumpur,Klang Valley Hub,HPC-8248,Health & Personal Care,Marketplace,3,46.72,21.4,Influencer,386.74,Social Media,604.92,New,55+,COD,4.1,Delayed,8.4,61.3,0,0,4.4
ORD102701,2020-07-06,RMCO,CUST90194,Kedah,Klang Valley Hub,FSH-6934,Fashion,Marketplace,5,51.61,8.4,Facebook Ads,258.5,Direct,979.01,Returning,45-54,Card,4.2,Delayed,8.77,22.5,0,0,4.2
ORD102794,2020-07-06,RMCO,CUST90413,Selangor,Penang Hub,ELE-6328,Electronics,Mobile App,4,394.09,6.3,Direct,301.09,Organic Search,2087.05,Returning,35-44,E-Wallet,2.5,On-Time,7.76,15.7,0,0,4.0
ORD102721,2020-07-06,RMCO,CUST90281,Kuala Lumpur,Johor Hub,GRC-3055,Groceries,Marketplace,6,24.79,9.0,Influencer,116.84,Direct,336.24,Returning,18-24,Bank Transfer,2.7,On-Time,8.48,53.9,0,0,4.8
ORD100092,2020-07-06,RMCO,CUST90257,Kuala Lumpur,Klang Valley Hub,ELE-7814,Electronics,Mobile App,7,331.14,12.6,Google Ads,77.89,Direct,1569.51,Loyal/VIP,55+,Bank Transfer,1.9,On-Time,7.18,62.5,0,0,4.1
ORD101447,2020-07-06,RMCO,CUST90006,Selangor,Sabah/Sarawak Hub,HPC-7815,Health & Personal Care,Marketplace,4,50.88,11.5,Google Ads,518.27,Paid Search,882.3,Loyal/VIP,45-54,Card,5.7,On-Time,23.6,93.8,0,0,4.0
ORD100453,2020-07-07,RMCO,CUST90277,Selangor,Klang Valley Hub,HPC-1185,Health & Personal Care,Mobile App,3,47.28,11.2,Affiliate,568.67,Organic Search,1438.04,Returning,45-54,E-Wallet,4.3,Delayed,8.19,65.0,0,1,4.5
ORD102562,2020-07-08,RMCO,CUST90343,Penang,Northern Hub,ELE-7163,Electronics,Mobile App,4,322.41,21.3,Organic Search,962.73,Paid Search,1493.29,Returning,35-44,COD,3.3,Delayed,12.27,70.0,0,0,4.8
ORD103019,2020-07-08,RMCO,CUST20215,Penang,Klang Valley Hub,FSH-6358,Fashion,Mobile App,2,53.28,7.4,Google Ads,388.75,Social Media,745.22,New,55+,E-Wallet,3.6,On-Time,7.5,98.7,0,0,3.9
ORD100651,2020-07-08,RMCO,CUST21914,Melaka,Klang Valley Hub,GRC-1060,Groceries,Marketplace,5,21.65,6.0,Facebook Ads,836.19,Referral,1328.02,New,35-44,Card,2.3,On-Time,8.05,26.0,0,0,4.3
ORD102408,2020-07-08,RMCO,CUST20197,Sabah,Klang Valley Hub,ELE-3676,Electronics,Marketplace,8,355.94,15.5,Facebook Ads,447.69,Organic Search,2607.84,New,45-54,COD,2.0,On-Time,6.22,90.7,0,0,4.1
ORD100545,2020-07-08,RMCO,CUST90004,Selangor,Northern Hub,HPC-8175,Health & Personal Care,Mobile App,7,42.64,1.3,Organic Search,161.39,Referral,694.19,Loyal/VIP,35-44,Card,1.6,On-Time,11.43,72.9,0,0,4.2
ORD103218,2020-07-08,RMCO,CUST90059,Sarawak,Klang Valley Hub,FSH-5628,Fashion,Website,5,64.17,21.8,Facebook Ads,238.77,Social Media,767.68,Returning,35-44,COD,3.1,Delayed,7.39,50.3,0,0,4.6
ORD100038,2020-07-08,RMCO,CUST90379,Selangor,Sabah/Sarawak Hub,FSH-1995,Fashion,Website,3,54.25,21.4,Facebook Ads,291.73,Direct,593.29,Returning,35-44,Card,2.8,On-Time,15.9,77.0,0,0,5.0
ORD100404,2020-07-08,RMCO,CUST90329,Selangor,Northern Hub,BNK-4221,Baby & Kids,Mobile App,2,54.84,8.7,Facebook Ads,349.94,Paid Search,681.51,Returning,55+,COD,2.8,On-Time,11.2,98.1,0,0,5.0
ORD100173,2020-07-08,RMCO,CUST90141,Penang,Penang Hub,FSH-8429,Fashion,Website,2,56.23,4.8,Facebook Ads,828.6,Referral,770.26,Returning,45-54,Bank Transfer,3.5,On-Time,9.8,75.3,0,0,3.9
ORD103054,2020-07-09,RMCO,CUST21540,Kedah,Northern Hub,SPO-2753,Sports & Outdoor,Mobile App,6,135.12,9.0,Direct,202.69,Direct,492.72,New,35-44,E-Wallet,1.8,On-Time,7.81,45.1,0,0,5.0
ORD103049,2020-07-09,RMCO,CUST90237,Penang,Northern Hub,GRC-8630,Groceries,Website,7,23.23,4.0,Affiliate,1004.1,Direct,1464.65,Returning,25-34,COD,2.6,On-Time,11.73,57.2,0,0,4.1
ORD100359,2020-07-09,RMCO,CUST90397,Kedah,Klang Valley Hub,GRC-8540,Groceries,Mobile App,7,26.09,14.0,Organic Search,101.71,Direct,375.25,Returning,25-34,Card,2.5,On-Time,6.15,58.5,0,0,4.6
ORD100653,2020-07-09,RMCO,CUST20672,Sarawak,Penang Hub,HPC-7275,Health & Personal Care,Website,8,49.4,12.1,Organic Search,935.02,Paid Search,1871.72,New,25-34,COD,1.8,On-Time,9.31,100.0,0,0,4.5
ORD101613,2020-07-09,RMCO,CUST90340,Johor,Sabah/Sarawak Hub,SPO-6829,Sports & Outdoor,Marketplace,7,116.17,15.5,Affiliate,1292.38,Organic Search,1483.17,Loyal/VIP,55+,COD,6.2,Delayed,23.9,10.7,0,1,3.4
ORD100337,2020-07-10,RMCO,CUST90350,Johor,Penang Hub,FNB-8337,F&B,Mobile App,2,19.99,10.2,Influencer,1099.86,Direct,2662.59,Returning,18-24,COD,1.5,Delayed,7.87,77.6,0,0,4.7
ORD100024,2020-07-10,RMCO,CUST90100,Sarawak,Northern Hub,ELE-3377,Electronics,Website,4,339.35,15.0,Direct,830.11,Organic Search,1415.08,Returning,25-34,E-Wallet,1.4,On-Time,8.17,15.2,0,0,4.7
ORD102484,2020-07-10,RMCO,CUST21907,Selangor,Klang Valley Hub,HPC-1281,Health & Personal Care,Marketplace,7,51.2,12.2,Facebook Ads,537.72,Referral,1284.99,New,25-34,COD,5.7,On-Time,8.71,18.1,0,0,3.9
ORD100890,2020-07-10,RMCO,CUST90299,Sarawak,Johor Hub,ELE-3226,Electronics,Mobile App,8,386.88,4.8,Google Ads,303.18,Referral,3210.82,Returning,25-34,E-Wallet,4.5,On-Time,8.41,34.9,0,0,4.1
ORD101666,2020-07-10,RMCO,CUST20578,Kuala Lumpur,Klang Valley Hub,FSH-2787,Fashion,Marketplace,7,65.67,16.1,Google Ads,951.51,Social Media,1875.11,New,55+,Bank Transfer,3.9,Delayed,8.79,82.3,0,0,3.8
ORD100538,2020-07-10,RMCO,CUST90058,Selangor,Klang Valley Hub,HNL-6200,Home & Living,Website,4,77.54,15.2,Email,1414.47,Organic Search,1573.06,Returning,45-54,Card,1.3,Delayed,7.42,3.8,1,0,4.5
ORD103358,2020-07-11,RMCO,CUST20850,Negeri Sembilan,Klang Valley Hub,GRC-3738,Groceries,Mobile App,2,22.27,16.8,Facebook Ads,1145.76,Organic Search,1742.08,New,35-44,E-Wallet,1.0,On-Time,7.69,78.6,0,1,4.8
ORD102019,2020-07-11,RMCO,CUST90322,Kuala Lumpur,Johor Hub,BNK-8439,Baby & Kids,Mobile App,5,59.27,4.3,Organic Search,333.64,Organic Search,949.17,Loyal/VIP,25-34,Card,3.5,Delayed,9.11,82.5,0,0,4.9
ORD100962,2020-07-12,RMCO,CUST90177,Sabah,Northern Hub,GRC-6642,Groceries,Website,8,28.65,19.9,Influencer,820.81,Paid Search,1321.68,Returning,25-34,Bank Transfer,4.3,On-Time,10.35,100.0,0,0,3.4
ORD103187,2020-07-12,RMCO,CUST20342,Kuala Lumpur,Klang Valley Hub,FSH-5655,Fashion,Marketplace,3,62.43,3.9,Affiliate,215.16,Social Media,317.72,New,25-34,COD,2.5,On-Time,6.69,73.9,0,0,4.4
ORD101805,2020-07-12,RMCO,CUST20900,Selangor,Penang Hub,ELE-1164,Electronics,Mobile App,6,398.12,12.8,Organic Search,718.22,Organic Search,3314.02,New,18-24,Card,4.3,Delayed,9.9,29.5,0,0,3.3
ORD100610,2020-07-12,RMCO,CUST90311,Johor,Klang Valley Hub,HPC-2468,Health & Personal Care,Mobile App,5,48.95,7.4,Email,278.51,Social Media,698.81,Loyal/VIP,25-34,COD,1.6,On-Time,6.79,49.3,0,0,4.9
ORD101208,2020-07-12,RMCO,CUST90192,Negeri Sembilan,Sabah/Sarawak Hub,HNL-8834,Home & Living,Website,6,84.12,6.6,Organic Search,401.53,Organic Search,1125.13,Returning,35-44,COD,2.6,On-Time,17.28,65.2,0,0,4.9
ORD100825,2020-07-13,RMCO,CUST21753,Johor,Klang Valley Hub,SPO-5365,Sports & Outdoor,Mobile App,6,121.67,12.2,Facebook Ads,1168.82,Paid Search,1964.12,New,45-54,Card,3.0,On-Time,7.25,56.6,0,0,3.8
ORD100311,2020-07-13,RMCO,CUST90360,Kuala Lumpur,Northern Hub,HNL-3327,Home & Living,Website,4,76.89,4.0,Influencer,369.42,Paid Search,691.94,Returning,35-44,E-Wallet,2.8,On-Time,8.65,47.9,0,0,3.8
ORD101563,2020-07-13,RMCO,CUST90071,Sarawak,Klang Valley Hub,HNL-9106,Home & Living,Website,6,93.78,1.3,Influencer,840.22,Referral,2173.23,Returning,25-34,E-Wallet,3.0,Delayed,6.05,60.0,0,0,4.7
ORD103337,2020-07-13,RMCO,CUST90385,Sarawak,Klang Valley Hub,HNL-5370,Home & Living,Mobile App,3,94.15,2.1,Affiliate,280.25,Social Media,417.82,Loyal/VIP,25-34,E-Wallet,4.4,Delayed,6.8,71.9,0,0,3.9
ORD100824,2020-07-13,RMCO,CUST20603,Johor,Sabah/Sarawak Hub,FNB-5353,F&B,Mobile App,4,21.15,20.9,Influencer,617.25,Organic Search,1162.66,New,45-54,COD,1.9,On-Time,22.38,48.0,0,0,4.3
ORD102824,2020-07-14,RMCO,CUST20190,Johor,Johor Hub,FSH-9162,Fashion,Marketplace,6,60.72,21.7,Google Ads,366.98,Direct,1230.95,New,18-24,Card,2.2,On-Time,10.14,78.0,0,0,4.5
ORD100422,2020-07-14,RMCO,CUST90112,Kuala Lumpur,Klang Valley Hub,GRC-3473,Groceries,Mobile App,4,23.53,8.0,Organic Search,719.25,Organic Search,716.61,Returning,55+,Bank Transfer,2.3,On-Time,7.46,93.1,0,0,4.5
ORD101073,2020-07-14,RMCO,CUST90180,Johor,Northern Hub,GRC-2393,Groceries,Website,1,28.1,0.6,Google Ads,206.58,Organic Search,420.6,Returning,35-44,E-Wallet,5.2,On-Time,9.34,86.6,0,0,3.4
ORD102319,2020-07-14,RMCO,CUST90306,Kedah,Klang Valley Hub,FSH-8706,Fashion,Marketplace,7,57.83,3.8,Google Ads,327.54,Email Campaign,935.15,Returning,55+,E-Wallet,2.0,On-Time,5.73,59.2,0,0,3.5
ORD100525,2020-07-14,RMCO,CUST90241,Selangor,Northern Hub,GRC-5596,Groceries,Mobile App,3,25.38,7.1,Direct,1331.88,Direct,2158.68,Returning,18-24,E-Wallet,3.1,Delayed,12.0,5.4,1,0,3.9
ORD103355,2020-07-14,RMCO,CUST20461,Kuala Lumpur,Johor Hub,ELE-1637,Electronics,Marketplace,1,367.7,6.4,Facebook Ads,97.3,Social Media,520.51,New,18-24,E-Wallet,3.2,On-Time,8.93,58.7,0,1,4.0
